Movie,Genre,Director,Actors
Ek Thi Rani Aisi Bhi (2013 - Hindi),"Biographical, Historical",Gulbahar Singh,"Hema Malini, Vinod Khanna, Sachin Khedekar and others"
Ek Tho Chance (2013 - Hindi),Drama,Saeed Akhtar Mirza,"Purab Kohli, Amrita Arora, Rajat Kapoor and others"
Ekaant (2013 - Hindi),Thriller,Sunil Pillai,"Rannvijay Singh, Mahesh Manjrekar, Imaad Shah and others"
Ekk Deewana Tha (2012 - Hindi),Romance,Gautham Menon,"Prateik Babbar, Amy Jackson, Sachin Khedekar and others"
Eklavya - The Royal Guard (2007 - Hindi),Drama,Vidhu Vinod Chopra,"Amitabh Bachchan, Saif Ali Khan, Vidya Balan and others"
Ekti Rahasya Galpo (2013 - Hindi),,Sekhar Das,"Rituparna Sengupta, Raima Sen, Saheb Chattopadhyay and others"
Elaan (2005 - Hindi),Action,Vikram Bhatt,"Mithun Chakraborty, John Abraham, Lara Dutta and others"
English Vinglish (2012 - Hindi),"Comedy, Drama",Gauri Shinde,"Sridevi, Priya Anand, Mehdi Nebbou and others"
Exchange Offer (2013 - Hindi),Comedy,Shivam Nair,"Rahul Bose, Esha Deol, Naseeruddin Shah and others"
Ehsaas (2001 - Hindi),"Drama, Family",Mahesh Manjrekar,"Sunil Shetty, Master Mayani Tandan, Rakhi Sawant and others"
Eight Shani (2006 - Hindi),Horror,Karan Razdan,"Padmini Kolhapure, Meghna Naidu, Gulshan Grover and others"
Ek - The Power Of One (2009 - Hindi),Action,Sangeeth Sivan,"Nana Patekar, Bobby Deol, Shriya Saran and others"
Ek Ajnabee (2005 - Hindi),Action,Apoorva Lakhia,"Amitabh Bachchan, Arjun Rampal, Perizaad Zorabian and others"
Ek Alag Mausam (2005 - Hindi),"Drama, Social",K. P. Sasi,"Rajit Kapur, Arjun Rampal, Renuka Shahane and others"
Ek Bura Aadmi (2013 - Hindi),Drama,Ishraq Shah,"Kitu Gidwani, Raghubir Yadav, Arunoday Singh and others"
Ek Chalis Ki Last Local (2007 - Hindi),Drama,Sanjay Khanduri,"Abhay Deol, Vinay Apte, Neha Dhupia and others"
Ek Dil Sau Afsane (1963 - Hindi),Social,R. C. Talwar,"Raj Kapoor, Waheeda Rehman, Sadhana Roy Chowdhury and others"
Ek Din 24 Ghante (2003 - Hindi),Thriller,Anant Balani,"Kabir Sadanand, Vineet Kumar, Rahul Bose and others"
Ek Eh 2.0 (2013 - Hindi),"Action, Animation",Suparn Verma,"Feroz Khan, Koena Mitra, Fardeen Khan and others"
Ek Hi Raasta (1956 - Hindi),Social,B. R. Chopra,"Ashok Kumar, Sunil Dutt, Meena Kumari and others"
Ek Khiladi Ek Haseena (2005 - Hindi),Action,Suparn Verma,"Fardeen Khan, Koena Mitra, Kay Kay Menon and others"
Ek Musafir Ek Hasina (1962 - Hindi),Social,Raj Khosla,"Sadhana, Joy Mukherjee, Dhumal and others"
Ek Ruka Hua Faisla (1986 - Hindi),"Drama, Social",Basu Chatterjee,"Deepak Kejriwal, Amitabh Srivastava, K. K. Raina and others"
Ek Se Bure Do (2009 - Hindi),Social,Tarique Khan,"Arshad Warsi, Natassha, Natasha and others"
Ek Shriman Ek Shrimati (1969 - Hindi),Social,Bhappi Sonie,"Shashi Kapoor, Dhumal, Prem Chopra and others"
Enemmy (2013 - Hindi),"Thriller, Crime",Ashu Trikha,"Mithun Chakraborty, Sunil Shetty, Kay Kay Menon and others"
Ek Aur Amar Premm (2004 - Hindi),Romance,H. Gautam,"Inder Kumar, Rajeshwari Sachdev, Rajoo Shreshta and others"
Ek Aur Ek Gyarah (2003 - Hindi),Comedy,David Dhawan,"Jackie Shroff, Sanjay Dutt, Govinda and others"
Ek Aur Jung (2001 - Hindi),Action,Inayat Mahshar,"Dharmendra, Raj Babbar, Mukesh Khanna and others"
Ek Aur Khal Nayak (2010 - Hindi),Drama,B. V. Ramana,"Gopi Chand, Bhavna Rathod, Ashish Vidyarthi and others"
Ek Aur Maut (2000 - Hindi),,M. Khan,"Anil Saxena, Chitra Koppikar, Imraan Khan and others"
Ek Aur Visphot (2002 - Hindi),"Drama, Crime",M. I. Raj,"Kishori Godbole, Asrani, Mahaveer Shah and others"
Ek Chhotisi Love Story (2002 - Hindi),Adult,Shashilal Nair,"Saroj Bhargava, Manisha Koirala, Aditya Seal and others"
Fanaa (2006 - Hindi),Romance,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor and others"
Fashion (2008 - Hindi),Romance,Madhur Bhandarkar,"Priyanka Chopra, Kangna Ranaut, Mugdha Godse and others"
Fast Forward (2009 - Hindi),"Drama, Romance, Thriller",Zaigam Ali Sayed,"Adhyayan Suman, Akshay Kapoor, Vinod Khanna and others"
Ferrari Ki Sawaari (2012 - Hindi),"Comedy, Drama, Family, Sports",Rajesh Mapuskar,"Sharman Joshi, Boman Irani, Ritvik Sahore and others"
Firaaq (2009 - Hindi),Drama,Nandita Das,"Naseeruddin Shah, Paresh Rawal, Tisca Chopra and others"
Fiza (2000 - Hindi),Drama,Khalid Mohamed,"Karisma Kapoor, Hrithik Roshan, Jaya Bachchan and others"
Fox (2009 - Hindi),Thriller,Deepak Tijori,"Sunny Deol, Arjun Rampal, Sagarika Ghatge and others"
Freedom (2013 - Hindi),"Thriller, Patriotic",Vivek Agnihotri,"Sanjay Dutt, R. Madhavan and others"
Faisla - The Final Judgement (2008 - Hindi),Drama,Bharathan,"Mumait Khan, Sayaji Shinde, Prabhakar and others"
Fame (2013 - Hindi),Comedy,Tigmanshu Dhulia,"Govinda, Sunil Shetty, Kay Kay Menon and others"
Familywala (2013 - Hindi),"Comedy, Drama",Neeraj Vora,"Arjun Rampal, Dia Mirza, Paresh Rawal and others"
Fantastic (2013 - Hindi),Comedy,Sanjay Chhel,"Konkona Sen Sharma, Paresh Rawal, Rahul Khanna and others"
Faraar (1975 - Hindi),Social,Shankar Mukherjee,"Amitabh Bachchan, Sanjeev Kumar, Sharmila Tagore and others"
Fatso (2012 - Hindi),"Comedy, Romance",Rajat Kapoor,"Ranvir Shorey, Gul Panag, Purab Kohli and others"
Fear (2007 - Hindi),Horror,Vikram Bhatt,"Alisha, Ameet Gaurr, Vishwas Pandya and others"
Feel The Love (2007 - Hindi),Romance,Shakeel S. Saifee,Raj and others
Fever (2013 - Hindi),Romance,Rajeev Jhaveri,"Rajeev Khandelwal, Barbara Mori and others"
Fida (2004 - Hindi),Drama,Ken Ghosh,"Shahid Kapoor, Kareena Kapoor Khan, Fardeen Khan and others"
Fight Club (2006 - Hindi),Action,Vikram Chopra,"Sunil Shetty, Zayed Khan, Dino Morea and others"
Filhaal (2002 - Hindi),Drama,Meghna Gulzar,"Tabu, Sushmita Sen, Sanjay Suri and others"
Fool N Final (2007 - Hindi),Action,Ahmed Khan,"Jackie Shroff, Shahid Kapoor, Sunny Deol and others"
Footpath (2003 - Hindi),"Action, Drama",Vikram Bhatt,"Aftab Shivdasani, Bipasha Basu, Emraan Hashmi and others"
For Real (2010 - Hindi),Drama,Sona Jain,"Sarita Choudhury, Sameer Dharmadhikari, Zoya Hasan and others"
Formula No 44 (2013 - Hindi),"Action, Thriller",Samir Karnik,"Bobby Deol, Vatsal Seth, Sohail Khan and others"
F.O.S.L.A. (Frustrated One-sided Lovers' Association) (2013 - Hindi),Drama,Suraj Jayaswal,"Rajkumar Yadav, Divyendu Sharma, Pankaj Badra and others"
Fakira (1976 - Hindi),Social,C. P. Dixit,"Shashi Kapoor, Shabana Azmi, Asrani and others"
Family - Ties Of Blood (2006 - Hindi),Action,Raj Kumar Santoshi,"Akshay Kumar, Amitabh Bachchan, Aryaman and others"
Fareb (2005 - Hindi),Drama,Deepak Tijori,"Manoj Bajpai, Shilpa Shetty Kundra, Shamita Shetty and others"
Farz (2001 - Hindi),Action,Raj Kanwar,"Jackie Shroff, Sunny Deol, Preity Zinta and others"
Farz (1967 - Hindi),Social,Ravikant Nagaich,"Jeetendra, Babita, Aruna Irani and others"
Fauj Mein Mauj (2013 - Hindi),Comedy,Murli Nagavalli,"Mallika Sherawat, Paresh Rawal, Rajpal Yadav and others"
Fired (2013 - Hindi),"Horror, Thriller",Sajit Warrier,"Rahul Bose, Militza Radmilovic, Dinesh Lamba and others"
Friends Forever (2013 - Hindi),"Comedy, Romance, Animation",Soumitra Ranade,"Ashmit Patel, Hrishita Bhatt, Shweta Koknur and others"
Friendship (2007 - Hindi),Drama,Priyadarshan,"Tabu, Jyotika, Sharbani Mukherjee and others"
Front Page (2013 - Hindi),Drama,Mahesh Kothare,Boman Irani and others
Frozen (2009 - Hindi),"Drama, Social",Shivajee Chandrabhushan,"Danny Denzongpa, Gauri, Skalzang Angchuk Gultuk and others"
Fruit & Nut (2009 - Hindi),Comedy,Kunal Vijaykar,"Cyrus Broacha, Dia Mirza, Boman Irani and others"
F.A.L.T.U. (2011 - Hindi),"Drama, Social",Remo D'Souza,"Jackky Bhagnani, Pooja Gupta, Riteish Deshmukh and others"
Faraar (2011 - Hindi),"Action, Thriller",Santosh Gupta,"Akbar Khan, Kanan Malhotra, Shikha Chitambre and others"
Fashion (1943 - Hindi),Social,S. F. Hussein,"Chandramohan, Sardar Akhtar and others"
Film Star (2005 - Hindi),Drama,Tanuja Chandra,"Priyanshu Chatterjee, Mahima Chaudhry, Vasundhara Das and others"
Five Riffles (2001 - Hindi),,Anil Nanda,"Hemant Birje, Rashmi, Shalu and others"
Fun ...Can Be Dangerous Sometimes (2005 - Hindi),Action,Sanjay S. Zaveri,"Sidharth Koirala, Mallika Nayyar, Aryan Vaid and others"
Fun2Shh.......Dudes In The 10Th Century (2003 - Hindi),Comedy,Imtiaz Punjabi,"Amitabh Bachchan, Kader Khan, Paresh Rawal and others"
Funtoosh (1956 - Hindi),Social,Chetan Anand,"Dev Anand, Sheila Ramani, Leela Chitnis and others"
Faasla (1976 - Hindi),Social,K. A. Abbas,"Shabana Azmi, Raman Khanna and others"
Faasle (1985 - Hindi),"Romance, Social",Yash Chopra,"Sunil Dutt, Rekha, Farooque Shaikh and others"
Faisla (1965 - Hindi),Action,Jugal Kishore,"Jugal Kishore, Sheikh Mukhtar, Jagdeep and others"
Faisla (1947 - Hindi),Social,Apura Mitra,"Kanan Devi, Paresh Bandyopadhyay and others"
Fakhre Islam (1937 - Hindi),Costume,"N. Vakil, Safdar Mirza","Khatoon, Rashida, Gulam Sabir and others"
Gadar - Ek Prem Katha (2001 - Hindi),Romance,Anil Sharma,"Sunny Deol, Ameesha Patel, Vivek Shauq and others"
Game (2007 - Hindi),Action,Shivram Yadav,"Sameer Dharmadhikari, Prashant Narayanan and others"
Gangster (2006 - Hindi),Romance,Anurag Basu,"Emraan Hashmi, Kangna Ranaut, Shiney Ahuja and others"
Garam Masala (2005 - Hindi),Comedy,Priyadarshan,"Akshay Kumar, John Abraham, Rimi Sen and others"
Garjann (2013 - Hindi),Thriller,"Abbas Burmawala, Mustan Burmawala",Amitabh Bachchan and others
Ghajini (2008 - Hindi),"Action, Social",A. R. Murugadoss,"Aamir Khan, Asin Thottumkal, Jiah Khan and others"
Ghatak (1996 - Hindi),Action,Raj Kumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Amrish Puri and others"
Ghayal (1990 - Hindi),Action,Raj Kumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Amrish Puri and others"
God Tussi Great Ho (2008 - Hindi),"Comedy, Romance",Rumi Jaffrey,"Amitabh Bachchan, Salman Khan, Snehal Dabhi and others"
Gol Maal (1979 - Hindi),Comedy,Hrishikesh Mukherjee,"Amol Palekar, Utpal Dutta, Bindiya Goswami and others"
Golmaal 3 (2010 - Hindi),Comedy,Rohit Shetty,"Ajay Devgn, Kareena Kapoor Khan, Mithun Chakraborty and others"
Golmaal Returns (2008 - Hindi),Comedy,Rohit Shetty,"Ajay Devgn, Kareena Kapoor Khan, Arshad Warsi and others"
Golmaal: Fun Unlimited (2006 - Hindi),Comedy,Rohit Shetty,"Ajay Devgn, Rimi Sen, Arshad Warsi and others"
Great Daddu (2013 - Hindi),"Drama, Sports",Abhishek Chaddha,"Amitabh Bachchan, Hema Malini, Sanjay Dutt and others"
Guide (1965 - Hindi),Social,Vijay Anand,"Dev Anand, Waheeda Rehman, Kishore Sahu and others"
Gulaal (2009 - Hindi),Drama,Anurag Kashyap,"Kay Kay Menon, Deepak Dobriyal, Aditya Srivastav and others"
Gulel (2013 - Hindi),"Drama, Thriller",Aparna Sen,"Ranbir Kapoor, Kareena Kapoor Khan, Bipasha Basu and others"
Gullu Dada Returns (2010 - Hindi),Comedy,Adnan Sajid Khan,"Aziz Naser, Shagufa Zareen, Adnan Sajid Khan and others"
Gupt (1997 - Hindi),Suspense,Rajiv Rai,"Bobby Deol, Kajol, Manisha Koirala and others"
Guru (2007 - Hindi),Biopic,Mani Ratnam,"Abhishek Bachchan, Aishwarya Rai-Bachchan, R. Madhavan and others"
Guzaarish (2010 - Hindi),Drama,Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai-Bachchan, Aditya Roy Kapur and others"
Gabbar Singh (2007 - Hindi),Drama,Kanti Shah,Dinesh Lal Yadav and others
Gali Gali Chor Hai (2012 - Hindi),"Comedy, Drama",Rumi Jaffrey,"Akshaye Khanna, Mugdha Godse, Shriya Saran and others"
Game On (2013 - Hindi),Drama,Nupur Asthana,"Tabu, R. Madhavan and others"
"Gandhi, My Father (2007 - Hindi)",Drama,Feroz Abbas Khan,"Akshaye Khanna, Darshan Jariwala, Bhoomika Chawla and others"
Ganga Jamuna (1961 - Hindi),Action,Nitin Bose,"Dilip Kumar, Vyjayanthimala, Leela Chitnis and others"
Ganga Jamuna Saraswati (1988 - Hindi),Action,Manmohan Desai,"Mithun Chakraborty, Amitabh Bachchan, Meenakshi Sheshadri and others"
Gangaajal (2003 - Hindi),"Drama, Social",Prakash Jha,"Ajay Devgn, Mohan Joshi, Mukesh Tiwari and others"
Gangs Of Wasseypur (2012 - Hindi),"Action, Thriller, Crime",Anurag Kashyap,"Manoj Bajpai, Nawazuddin Siddiqui, Piyush Mishra and others"
Gardish (1993 - Hindi),Action,Priyadarshan,"Jackie Shroff, Dimple Kapadia, Aishwarya and others"
Garv: Pride and Honour (2004 - Hindi),Action,Puneet Issar,"Salman Khan, Amrish Puri, Anupam Kher and others"
Gautam Buddha (2007 - Hindi),Devotional,Allani Sridhar,"Sunil Sharma, Anan Varma, Puneet Issar and others"
Gayab (2004 - Hindi),Comedy,Prawal Raman,"Tusshar Kapoor, Antra Mali, Govind Namdeo and others"
Geng (2010 - Hindi),"Children, Animation",Nizam Razak,"Nur Fathiah Diaz, Amir Izwan, Balqis Fadhullah Lee and others"
Geraftaar (1985 - Hindi),Drama,Praayag Raaj,"Amitabh Bachchan, Kamal Haasan, Rajinikanth and others"
Ghar (1978 - Hindi),Social,Manick Chatterjee,"Vinod Mehra, Rekha, Prema Narayan and others"
Gharaonda (1977 - Hindi),"Drama, Social",Bhimsen,"Amol Palekar, Zarina Wahab, Shreeram Lagoo and others"
Ghatothkach (2008 - Hindi),Animation,Srinivasa Rao Singeetham,
Ghayal Returns (2013 - Hindi),Action,Ashwini Chaudhary,"Sunny Deol, Om Puri, Murli Sharma and others"
Ghulam (1998 - Hindi),Action,Vikram Bhatt,"Aamir Khan, Rani Mukerji, Sharat Saxena and others"
Ghulami (2013 - Hindi),Action,Tigmanshu Dhulia,"Sunny Deol, Sameera Reddy and others"
Go (2007 - Hindi),Action,Manish Srivastav,"Priyanka Kothari, Rajpal Yadav, Kay Kay Menon and others"
Go Goa Gone (2013 - Hindi),Comedy,"Krishna D. K., Raj Nidimoru","Saif Ali Khan, Kunal Khemu, Vir Das and others"
Godmother (1999 - Hindi),Biopic,Vinay Shukla,"Shabana Azmi, Sharman Joshi, Vineet Kumar and others"
"Good Boy, Bad Boy (2007 - Hindi)","Comedy, Drama",Ashwini Chaudhary,"Tusshar Kapoor, Emraan Hashmi, Isha Sharvani and others"
Good Luck (2008 - Hindi),Comedy,Aaditya Datt,"Aryaman, Sayali Bhagat, Ranvir Shorey and others"
Grand Masti (2013 - Hindi),Comedy,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani and others"
Guddi (1971 - Hindi),Social,Hrishikesh Mukherjee,"Jaya Bachchan, Samit Bhanja, Utpal Dutta and others"
Guftagoo (2013 - Hindi),Comedy,Sagar Ballary,"Vinay Pathak, Ranvir Shorey and others"
Gumnaam (1965 - Hindi),Suspense,Raja Navathe,"Manoj Kumar, Nanda, Pran and others"
Haal-e-dil (2008 - Hindi),Romance,Anil Devgan,"Nakuul Mehta, Amita Pathak, Adhyayan Suman and others"
Halla Bol (2008 - Hindi),Drama,Raj Kumar Santoshi,"Ajay Devgn, Vidya Balan, Pankaj Kapur and others"
Hanuman (2005 - Hindi),"Children, Animation",V. G. Samant,Mukesh Khanna and others
Happy Birthday (2014 - Hindi),Science Fiction,Sriram Raghavan,"John Abraham, Aishwarya Rai-Bachchan, Paresh Rawal and others"
Happy New Year (2014 - Hindi),"Comedy, Romance",Farah Khan,"Deepika Padukone, Shah Rukh Khan, Abhishek Bachchan and others"
Hara (2013 - Hindi),Animation,"K. S. Ravikumar, Soundarya Rajinikanth","Rajinikanth, Vijayalakshmi, Rahul Dev and others"
Hate Story (2012 - Hindi),"Drama, Thriller",Vivek Agnihotri,"Gulshan Devaiya, Paoli Dam, Nikhil Dwivedi and others"
Heartbreaker Remake (2013 - Hindi),"Comedy, Romance",Karan Johar,Shah Rukh Khan and others
Heer And Ranjha (2013 - Hindi),Romance,Sabbir Khan,"Shahid Kapoor, Deepika Padukone and others"
Hello (2008 - Hindi),Drama,Atul Agnihotri,"Sohail Khan, Sharman Joshi, Amrita Arora and others"
Hello Darling (2010 - Hindi),Comedy,Manoj Tiwari,"Celina Jaitley, Gul Panag, Isha Koppikar and others"
Hello Hum Lallan Bol Rahe Hain (2010 - Hindi),Comedy,Dilip Shukla,"Rajpal Yadav, Preeti Mehra, Ravi Zhankal and others"
Hello Zindagi (2010 - Hindi),Drama,Raja Unnithan,"Mrunmayee Lagoo, Milind Gunaji, Neena Gupta and others"
Help (2010 - Hindi),"Drama, Horror",Rajeev Virani,"Bobby Deol, Mugdha Godse, Sophia Handa and others"
Hera Pheri (2000 - Hindi),Comedy,Priyadarshan,"Akshay Kumar, Sunil Shetty, Paresh Rawal and others"
Hera Pheri 4 (2013 - Hindi),Comedy,Anees Bazmee,"Akshay Kumar, Sunil Shetty, Paresh Rawal and others"
Hero No. 1 (1997 - Hindi),Comedy,David Dhawan,"Govinda, Karisma Kapoor, Paresh Rawal and others"
Heroes (2008 - Hindi),Drama,Samir Karnik,"Sohail Khan, Vatsal Seth, Salman Khan and others"
Heroine (2012 - Hindi),Drama,Madhur Bhandarkar,"Kareena Kapoor Khan, Arjun Rampal, Randeep Hooda and others"
Heyy Babyy (2007 - Hindi),Comedy,Sajid Khan,"Akshay Kumar, Vidya Balan, Fardeen Khan and others"
Hide & Seek (2010 - Hindi),"Romance, Thriller",Sean Arranha,"Purab Kohli, Arjan Bajwa, Samir Kochar and others"
Hissss (2010 - Hindi),Drama,Jennifer Chambers Lynch,"Mallika Sherawat, Irrfan Khan, Divya Dutta and others"
Honeymoon Travels Pvt. Ltd. (2007 - Hindi),"Comedy, Romance",Reema Kagti,"Shabana Azmi, Boman Irani, Kay Kay Menon and others"
Hook Ya Crook (2013 - Hindi),"Comedy, Sports",David Dhawan,"John Abraham, Genelia D'Souza-Deshmukh, Kay Kay Menon and others"
Horn Ok Pleassss (2009 - Hindi),Comedy,Rakesh Sarang,"Nana Patekar, Muzammil Ibrahim, Rimi Sen and others"
Housefull (2010 - Hindi),"Comedy, Romance",Sajid Khan,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh and others"
Housefull 2 (2012 - Hindi),"Action, Comedy",Sajid Khan,"Akshay Kumar, Asin Thottumkal, John Abraham and others"
Hu Tu Tu (1999 - Hindi),"Drama, Political",Gulzar,"Tabu, Sunil Shetty, Nana Patekar and others"
Hulchul (2004 - Hindi),Comedy,Priyadarshan,"Akshaye Khanna, Kareena Kapoor Khan, Paresh Rawal and others"
Hulla (2008 - Hindi),Drama,Jaideep Varma,"Sushant Singh, Kartika Rane, Rajat Kapoor and others"
Hum (1991 - Hindi),Action,Mukul S. Anand,"Amitabh Bachchan, Rajinikanth, Govinda and others"
Hum Aapke Dil Mein Rehte Hain (1999 - Hindi),Romance,Satish Kaushik,"Anil Kapoor, Kajol, Anupam Kher and others"
Hum Aapke Hai Kaun (1994 - Hindi),"Drama, Family, Romance",Sooraj R. Barjatya,"Salman Khan, Madhuri Dixit-Nene, Mohnish Behl and others"
Hum Dil De Chuke Sanam (1999 - Hindi),Romance,Sanjay Leela Bhansali,"Salman Khan, Aishwarya Rai-Bachchan, Ajay Devgn and others"
Hum Hain Rahi Pyar Ke (1993 - Hindi),Drama,Mahesh Bhatt,"Aamir Khan, Juhi Chawla, Master Sharokh and others"
Hum Kisise Kum Nahi (1977 - Hindi),Thriller,Nazir Hussain,"Rishi Kapoor, Tariq, Kajal Kiran and others"
Hum Saath Saath Hain (1999 - Hindi),"Drama, Family",Sooraj R. Barjatya,"Salman Khan, Mohnish Behl, Saif Ali Khan and others"
Hum Tum (2004 - Hindi),Romance,Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Rishi Kapoor and others"
Hum Tum Aur Ghost (2010 - Hindi),Drama,Kabeer Kaushik,"Arshad Warsi, Dia Mirza, Boman Irani and others"
Hungama (2003 - Hindi),Comedy,Priyadarshan,"Aftab Shivdasani, Rimi Sen, Akshaye Khanna and others"
Haathi Mere Sathi (1971 - Hindi),"Family, Social",M. Thirumugam,"Rajesh Khanna, Tanuja, Jr. Mehmood and others"
Hadh Kar Di Aapne (2000 - Hindi),Comedy,Manoj Agarwal,"Govinda, Rani Mukerji, Johnny Lever and others"
Hairaan (1993 - Hindi),Drama,Ram Gopal Varma,"Rami Reddy, Sridevi, Venraj Bhatia and others"
Half Ticket (1962 - Hindi),Comedy,Kalidas,"Kishore Kumar, Shammi Kapoor, Madhubala and others"
Halo (2000 - Hindi),Children,Santosh Sivan,"Benaf Dadachandji, Mukesh Rishi, Tinu Anand and others"
Hamara Dil Aapke Paas Hai (2000 - Hindi),Drama,Satish Kaushik,"Anil Kapoor, Aishwarya Rai-Bachchan, Sonali Bendre and others"
Hamari Ranbhoomi (2008 - Hindi),Drama,Y. U. S. Chowdhary,"Hari Krishna, Simran, Soundarya and others"
Hanuman Returns (2007 - Hindi),"Children, Animation",Anurag Kashyap,"Daler Mehndi, Hrishikesh Kamerkar, Francois and others"
Haqeeqat (1964 - Hindi),Social,Chetan Anand,"Balraj Sahni, Dharmendra, Priya Rajvansh and others"
Har Dil Jo Pyar Karega (2000 - Hindi),Romance,Raj Kanwar,"Salman Khan, Rani Mukerji, Preity Zinta and others"
I Am Hariprasad (2013 - Hindi),Drama,Prem Soni,Salman Khan and others
I Hate Luv Storys (2010 - Hindi),"Drama, Romance",Punit Malhotra,"Imran Khan, Sonam Kapoor, Sameer Dattani and others"
Idiot Box (2010 - Hindi),"Comedy, Drama",Sunando Mitra,"Hrishita Bhatt, Sushant Singh, Reema Lagoo and others"
Iqbal (2005 - Hindi),"Drama, Sports",Nagesh Kukunoor,"Shreyas Talpade, Naseeruddin Shah, Shweta Prasad and others"
Ishq (1997 - Hindi),Romance,Indra Kumar,"Aamir Khan, Ajay Devgn, Juhi Chawla and others"
Ishq Vishk (2003 - Hindi),Romance,Ken Ghosh,"Shahid Kapoor, Amrita Rao, Vishal Malhotra and others"
Ishqiya (2010 - Hindi),Thriller,Abhishek Chaubey,"Naseeruddin Shah, Vidya Balan, Arshad Warsi and others"
I AM (2011 - Hindi),Social,Onir,"Sanjay Suri, Radhika Apte, Shernaz Patel and others"
I Am In Love (2007 - Hindi),Romance,B. M. Mirza,"Nafisa Khan, Pinky Manihar, Siddharth Shukla and others"
I Love NY (2013 - Hindi),Comedy,"Radhika Rao, Vinay Sapru","Sunny Deol, Kangna Ranaut, R. Madhavan and others"
I M 24 (2012 - Hindi),"Comedy, Social",Saurabh Shukla,"Rajat Kapoor, Ranvir Shorey, Neha Dhupia and others"
I See U (2006 - Hindi),Romance,Vivek Agarwal,"Hrithik Roshan, Shah Rukh Khan, Arjun Rampal and others"
"I, Me Aur Main (2013 - Hindi)","Comedy, Romance",Kapil Sharma,"John Abraham, Chitrangada Singh, Prachi Desai and others"
Ijaazat (1988 - Hindi),Drama,Gulzar,"Naseeruddin Shah, Rekha, Anuradha Patel and others"
In Aankhon Kaa Chakkar (2013 - Hindi),Comedy,Faroogh Siddiqui,"Dharmendra, Raj Babbar, Farah and others"
Inquilaab (1984 - Hindi),"Drama, Political",T. Rama Rao,"Amitabh Bachchan, Sridevi, Utpal Dutta and others"
Insaaf Ka Tarazu (1980 - Hindi),Suspense,B. R. Chopra,"Zeenat Aman, Raj Babbar, Padmini Kolhapure and others"
Is Pyaar Ko Kya Naam Doon (2014 - Hindi),Romance,Rahul Rawail,"John Abraham, Akanksha, Ranjeeta and others"
Is Raat Ki Subah Nahi (1996 - Hindi),Romance,Sudhir Mishra,"Nirmal Pandey, Tara Deshpande, Smriti Mishra and others"
Ishkq In Paris (2013 - Hindi),"Comedy, Romance",Prem Soni,"Preity Zinta, Gaurav Chanana, Rhehan Malliek and others"
